gene,BM_1,BM_2,BM_3,Blood_1,Blood_2,Blood_3,Blood_4,SP_1,SP_2,SP_3,SP_4,Lung_1,Lung_2,Lung_3,Skin_1,Skin_2,Skin_4,Colon_1,Colon_2,Colon_4,SI_1,SI_2,SI_3,SI_4
Lrrc45,6.47,5.78,8.68,6.28,12.31,8.9,7.4,3.65,10.26,16.94,4.82,6.38,1.37,2.58,3.9,0.19,8.94,7.32,4.55,7.29,5.53,4.83,9.04,7.86
Lrrc47,7.85,7.64,10.62,9.61,10.12,12.24,9.96,8.56,13.87,6.79,4.85,4.67,0.57,0.98,14.42,15.49,11.99,3.13,10.29,9.24,12.38,11.05,9.47,5.82
Lrrc49,0.11,0.1,0.25,0.11,0,0,0,0.44,0,1.33,0,0.43,0,0,0,0.75,0,0,1.21,0,2.66,2.4,4.69,2.57
Lrrc57,8.56,7.5,7.2,6.77,5.27,8.53,11.81,8.15,12.05,4.32,11.03,18.24,6.67,7.97,18.32,22.51,14.78,18.14,29.67,12.75,16,7.9,29.89,23.85
Lrrc58,7.15,8.21,6.49,3.26,3.28,4.96,3.07,1.09,1.84,4.77,2.71,1.97,2.68,4.33,6.72,12.29,9.1,4.59,5.96,5.15,5.4,7.98,6.8,3.89
Lrrc59,11.63,11.36,17.23,3.55,1.24,2.06,1.2,4.42,4.48,6.46,4.62,6.56,2.59,4.64,20.09,14.36,12.69,22.47,24.35,10.11,11.04,18.75,13.78,11.37
Lrrc61,8.25,7.47,7.35,17.38,35.68,14.98,13.37,14.71,13.18,23.94,16.66,11.42,1.7,1.21,3.07,6.95,4.62,7.87,2.29,14.93,25.11,10.06,12.17,4.9
Lrrc66,0.65,2.93,0,3.16,0.14,0,0,0,0,0,0,4.87,3.97,4.78,1.18,7,5.57,8,7,10.74,0,2.84,0,1.52
Lrrc8a,2.76,4.24,3.65,6.76,6.13,3.67,3.65,6.06,7.46,9.09,4.75,0.08,0.67,0.9,6.87,7.61,3.98,4.28,5.45,4.53,5.71,5.52,2.99,4.5
Lrrc8b,0.46,0.7,0.49,0,0.43,0,0.06,0,0,0,0.09,0.1,0,0.05,0.71,0,0.12,0,0,0,0,0.07,0.27,0.06
Lrrc8c,2.36,0.78,1.2,0.98,0.54,0.51,1.34,1.77,1.33,5.26,0.5,4.78,4.25,0.24,6.5,1.1,7.53,0.53,1.25,1.48,0,0.07,1.55,0.12
Lrrc8d,10.7,9.78,9.04,5.91,12.57,11.98,7.86,4.53,8.99,18.21,8.29,9.71,13.2,15.04,24.54,24.57,20.17,24.21,28.44,21.24,43.86,53.83,34.17,40.28
Lrrcc1,2.73,6.16,5.94,0,2.56,1.21,2.03,1.83,0.95,4.72,2.61,0.95,0,0,1.85,0.8,0.76,1.23,0.6,0,2.14,0.15,0.34,3.03
Lrrfip1,102.07,97.82,109.5,118.22,96.76,129.45,160.05,111.83,157.6,152.17,121.49,267.49,263.35,377.08,431.58,427.18,288.8,258.73,263.86,259.65,285.14,295.9,309.05,348.71
Lrrfip2,41.25,43.05,43.57,52.03,75.65,40.77,51.32,84.88,73.99,69.15,48.94,41.08,66.22,36.68,124.35,128.08,132.07,51.52,39.22,65.17,27.36,16.05,22.11,28.58
Lrrk1,6.35,6.93,9.14,10.72,9.88,6.18,15.42,8.71,15.46,9.51,26.01,1.84,2.84,2.77,7.05,5.11,26.87,4.18,6.14,5.23,12.82,9.88,14.36,6.73
Lrrk2,70.08,54.9,43.82,43.73,27.09,34.97,43.45,60.81,30.92,26.33,45.42,18.88,32.88,24.38,15.58,18.1,47.88,34.43,19.28,35.6,58.26,81.39,52.09,58.99
Lrrtm2,0.51,1.12,2.01,5.36,1.18,6.46,1.06,1.17,3.34,5.74,6.6,2.15,3.26,1.01,3.01,4.1,4.18,2.15,1.72,1.25,1.19,0,1.08,1.4
Lrsam1,1.39,2.3,4.92,0.35,2.47,4.51,4.48,1.49,2.02,2.81,3.04,4.71,1.25,1.22,0.41,0.77,1.26,2.87,3.01,5.31,1.23,1.12,4.92,2.5
Lrwd1,16.98,20.88,17.75,12.76,13.59,13.91,8.49,3.83,15.31,48.13,25.4,1.02,6.16,9.11,27.5,16.24,16.22,27.73,16.74,18.9,16.16,28.16,25.23,30.26
Lsg1,10.26,12.4,15.82,9.85,7.17,10.97,22.25,14.55,6.75,21.51,9.86,5.92,11.25,2.92,34.81,35.89,29.09,30.37,23.65,12.32,18.32,17.73,16.29,27.16
Lsm1,13.98,17.91,16.03,15.17,12.92,11.82,17.79,14.53,11.92,7.96,10.85,9.2,5.48,5.52,17.42,22.86,10.61,9.61,11.44,9.43,5.53,5.03,10.6,14.42
Lsm10,43.28,33.77,53.5,60.93,27.93,85.38,57.06,77.72,66.15,47.58,70.01,71.85,14.94,38.88,65.75,87.47,98.8,37.23,54.02,48.93,28.57,14.15,6.75,19.95
Lsm11,1.72,0.66,1.78,1.34,2,1.97,2.03,1.02,2.13,1.59,3.01,2.13,1.17,0.73,1.24,0,0.89,3.6,0.74,1.45,0.07,0.75,1.77,0.22
Lsm12,16.79,28.58,31.41,10.33,17.3,19.45,9.74,11.97,13.95,14.85,23.09,36.91,14.51,28.2,48.02,69.08,33.04,22.74,25,27.94,28.31,34.81,41.47,26.1
Lsm14a,38.2,43.71,41.93,55.68,48.74,61.17,63.2,102.44,42.8,41.41,78.48,47.56,57.32,67.97,55.29,42.01,57.28,28.72,41.41,34.12,26.77,26.94,22.7,35.46
Lsm14b,1.55,0.83,0.87,3.39,1.4,1.97,1.58,4.67,2.07,1.36,2.49,0,0.39,0,0.68,1.45,0.69,0,0.83,1.51,0.55,0.61,0.79,1.44
Lsm2,52.28,56.32,68.41,10.6,29.37,21.6,14.46,9.97,16.75,19.24,17.27,15.73,7.71,8.67,106.25,62.47,24.52,46.46,44.65,22.72,52.54,49.54,26.3,60.14
Lsm3,110.32,116.82,159.31,75.79,78.43,77.14,51.47,113.35,89.93,47.8,80.67,37.11,86.3,60.59,173.69,167.32,195.77,72.5,78.41,90.95,93.6,77.59,103.58,89.48
Lsm4,29.08,39.14,34.92,22.24,42.3,20.36,23.6,18.87,51,17.86,35.29,37.84,41.32,34.1,52.83,49.6,97.02,19.5,26.81,50.11,16.19,45.38,36.31,79.87
Lsm5,63.29,73.76,51.84,13.7,48.72,39.44,23.67,47.55,29.28,19.85,27.59,16.22,10.47,12.77,41.91,23.24,48.17,55.73,33.87,63.62,62.2,46.52,24.96,29.16
Lsm6,211.26,225.39,220.52,68.52,50.8,96.75,65.87,100.71,52.84,56.83,79.14,63.56,66.86,74.6,85.39,96.46,101.53,53.58,51.05,57.74,53.78,62.39,53.62,111.59
Lsm7,114.31,115.83,99.47,41.97,116.81,128.36,92.71,91.45,82.98,109.7,115.48,68.64,82.38,66.94,110.86,47.9,113.19,64.07,69.3,57.42,66.37,33.09,77.88,41.14
Lsm8,188.25,161.57,143.22,76.74,138.23,94.19,102.05,140.1,93.61,111.3,101.97,63.9,78.7,112.05,72.05,92.43,67.07,108.78,96.43,95.56,84.72,58.5,97.43,96.23
Lsp1,31.69,50.1,40.06,84.57,86.18,90.96,85.76,66.51,116.54,125.28,103.69,75.73,67.43,71.43,214.97,211.4,226.42,194.2,201,228.96,355.24,318.87,367.03,517.13
Lss,4.72,3.79,1.74,2.23,0.78,2.62,0.81,4.75,0.1,0.97,0,0.09,0,0,0.6,1.67,0,2.19,5.53,3.96,14.38,0.63,16,1.96
Lst1,588.49,551.6,659.54,1843.27,1989.06,2718.95,1869.73,2247.56,2480.92,1988.7,2092.07,1532.21,1823.24,2071.36,3167.81,2986.22,3533.52,1427.66,1813.83,1486.63,1151.49,1169.85,1587.83,1498.9
Lta4h,560.4,602.06,613.46,212.05,207.91,216.3,286.53,274.72,263.43,352.45,230.27,176.36,143.03,143.55,141.61,122.45,120.54,341.71,318.69,331.66,1075.88,1047.21,1040.43,1233.91
Ltb,81.02,62.67,63.53,269.08,319.48,259.4,387.32,306.09,318.66,306.46,329.42,489.56,699.42,541.41,1867.27,1534.36,1494.19,268.91,200.7,171.75,65.44,61.89,101.28,81.56
Ltb4r1,263.15,269.58,233.36,124.76,170.29,130.28,151.84,122.21,167.98,184.96,155.56,81.57,42.26,57.42,32.27,25.76,36.5,135.13,115.78,141.45,82.43,85.62,102.53,120.31
Ltbr,8.04,11.38,12.23,7.5,7.74,3.47,3.71,12.07,4.88,14.72,6.14,3.78,10.17,1.23,9.48,9.01,6.78,8.95,3.83,4.84,28.31,45.2,12.71,10
Ltf,213.75,275.12,150.16,0,0.16,0.86,5.8,50.58,18.36,29.76,96.27,7.69,6.73,17.32,0,1.76,2.54,4.54,7.54,7.06,0.17,4.64,0,14.3
Ltn1,3.43,4.28,4.92,4.88,2.62,3.78,4.65,4.89,4.2,5.92,7.55,2.07,2.02,6.42,5.49,5.13,7.12,2.5,8.09,3.61,1.49,3.93,1.99,3.16
LTO1,17.8,10.15,24.05,23.41,12.32,23.71,21.76,16.58,22.36,41.94,29.97,14.35,6.98,14.3,30.95,31.05,24.16,19.88,35.16,20.87,24.54,19.93,17.11,19.84
Ltv1,21.88,23.11,26.69,3.91,13.9,7.42,5.62,4.35,14.09,11.52,5.84,25.6,23.3,24.33,46.75,36.46,12.68,65.28,51.52,32.71,67.94,86.2,80.86,80.6
Luc7l,20.46,20.57,16.07,24.8,22.47,25.87,23.4,20.02,32.11,22.93,25.41,12.34,3.81,2.07,44.26,53.94,35.61,30.82,33.62,30.45,23.63,15.3,21.66,21.16
Luc7l2,23.56,24.29,32.98,49.18,47.47,67.97,58.22,107.37,46.45,33.39,71.77,57.42,117.91,105.03,21.13,33.38,62.62,36.68,38.95,38.41,40.1,24.89,57.02,44.9
Luc7l3,54.67,58.81,44.79,35.59,55.43,62.11,72.77,64.09,63.24,71.84,69.47,31.18,26.95,22.86,46.54,44.55,45.74,44.14,53.28,35.86,29.71,43.95,27.29,26.14
Lxn,12.18,20.69,18.63,7.98,0,3.78,3.72,2.61,3.07,10.62,5.88,0,1.43,0,10.26,1.48,9.06,5.7,17.26,1.62,4.09,3.23,2.18,0.74
Ly6c2,4039.23,3802.26,3556.31,108.58,110.85,68.42,100.26,770.44,217.69,233.44,228.35,169.03,163.91,251.9,37.36,10.67,109.76,2.16,0,0,3.99,4.14,10.87,11.02
Ly6e,1522.07,1574.27,1383.65,1256.12,1468.05,1076.92,1125.61,1300.34,1477.44,1444.96,1227.8,1466.41,1180.06,1342.37,2099.83,1625.57,1944.1,1185.55,1129.44,1173.18,782.18,790.22,1110.11,1185.94
Ly6g,36.48,22.29,21.96,0.74,0,0,0,12.4,0,0,0,13.47,0,0,0,0,0,0,0.72,0,0,0,0,0
Ly6g5b,6.16,10.94,4.32,0,0.86,2.81,0.46,0,2.78,0,0,7.98,0,0,11.67,9.71,9.37,2.05,7.88,2.26,2.37,1.05,6.27,4.35
Ly75,2.4,1.19,2.94,0,0,0,0,0,0.61,0.09,0.85,0,0,0.07,0,0,0,0.15,0,0,0.06,0,0.53,0
Ly86,1.83,0.8,3.57,0,1.35,0,0,2.63,1.5,1.42,11.1,0,0.24,0,0.45,0,0.65,2.45,1.66,0,16.9,15.45,21.23,30.63
Ly9,4.31,5.94,3,0.99,1.56,1.88,0.72,3.57,5.91,2,2.95,0.65,1.24,1.46,0.21,0.66,2.52,0,0,0.19,0.46,0,0.2,1.57
Ly96,24.79,14.89,13.38,22.23,17.29,17.97,19.8,25.05,21.8,8.5,15.52,9.38,0,8.94,26.68,72.95,43.59,9.38,8.21,25.42,23.88,27.9,3.2,8.72
Lyar,22.75,25.43,23.1,6.62,13.34,6.03,6.4,10.38,10.1,20.4,13.52,13.26,3.56,7.45,22.35,37.39,23.86,22.47,23.35,21.33,21.99,19.82,20.54,28.38
Lyl1,101.57,93.46,129.37,97.39,96.6,84.17,86.3,116.16,117.99,74.31,63.39,63.77,70.91,50.45,232.61,229.79,205.03,151.82,140.4,94.26,117.48,71.06,97.93,81.77
Lyn,77.04,71.91,75.71,176.1,175.01,145.56,132.86,130.22,215.98,158.1,189.95,131.6,98.9,139.85,457.08,522.68,293.84,210.79,161.5,217.69,223.59,231.41,220.43,241.82
Lypla1,39.35,50.67,43.73,41.45,35.12,31.27,29.94,13.46,50.23,42.16,52.39,25.1,37.48,15.92,62.09,50.39,35.85,55.98,49.52,60.9,43.39,82.72,57.71,82.14
Lypla2,87.95,110.25,97.54,206.54,294.02,245.05,311.85,182.13,227.8,302.47,279.53,190.81,164.25,135.47,154.72,138.04,150.62,217.17,158.37,196.44,231.57,239.64,264.15,280.95
Lyrm1,5.85,2,10.03,8.4,6.94,0,4.21,0.25,2.87,0.77,2.12,8.03,6.4,6.97,3.94,4.09,6.33,6.01,5.59,0,2.16,9.5,13.27,3.7
Lyrm2,36.09,59.34,36.6,31.89,27.25,44.37,44.24,42.13,55.79,61.75,27.29,24.78,27.94,45.44,85.21,64.76,42.09,54.41,27,21.85,4.18,4.99,8.44,20.27
Lyrm4,6.21,8.93,9.55,8.01,9.35,10.94,11.05,9.57,11.51,12.52,8.7,12.75,8.03,4.26,4.05,4.53,1.29,7.93,19.63,13.93,13.63,6.67,10.49,10.57
Lyrm9,9.76,7.12,4.4,1.99,2.73,1.67,6.28,7.06,1.31,2.53,1.6,0.04,0,10.09,0.05,0.89,0,0.07,0,12.59,0.9,1.77,1.19,0.36
Lysmd1,2.54,3,6.84,9.27,5.59,10.1,3.37,4.85,10.63,2.6,2.39,1.71,3.02,2.58,2,1,10.27,1.45,1.32,1.29,2.36,0.55,1.69,2.3
Lysmd3,11.24,9.85,7.17,10.94,15.22,15.97,9.36,15.06,16.42,15.13,11.77,16.97,22.41,24.01,22.26,30.94,11.58,34.75,44.7,36.91,16.55,30.88,19.67,19.64
Lysmd4,4.27,1.35,1.41,2.57,3.84,3.88,3.45,6.22,4.86,0.47,3.44,1.99,0,0,1.47,5.29,0,0,7.29,1.17,2.95,1.29,8.33,8.7
Lyst,16.07,16.28,21.1,23.77,26.38,28.96,27.21,18.81,36.97,25.69,37.99,28.85,42.07,32.44,30.72,33.13,88.71,49.79,41.5,46.61,52.35,41.44,101.18,38.13
Lyz2,862.92,749.23,814.37,2.89,78.26,2.47,6.17,25.06,18.45,50.58,450.77,2.23,0,0,104.93,106.49,31.79,17.52,22.66,18.96,317.73,259.1,178.7,215.6
Lzic,10.38,10.44,11.55,7.29,12.71,4.1,8.57,22.34,8.01,11.13,7.29,6.85,2.46,3.34,29.34,34.87,13.56,15.15,4.56,12.99,12.52,11.18,10.25,17.99
Lztfl1,9.78,4.59,7.81,13.01,4.72,7.15,3.02,6.11,4.94,8.62,16.5,8.8,0.99,5.76,0.4,0.8,0.45,1.86,5.7,6.34,13.07,11.69,3.08,5.17
Lztr1,19.3,17.18,18.31,21.75,21.76,17.18,17.36,14.37,12.28,22.45,38.63,6.4,5.07,3.86,11.32,19.88,26.57,17.95,7.49,25.16,10.44,22.14,15.03,12.34
M6pr,107.21,123.7,133.14,56.85,78.76,94.27,92.07,54,115.44,105.45,110.24,132.42,104.97,115.27,285.9,260.31,218.85,257.12,217.89,251.28,621.14,802.6,603.5,726.09
Macf1,21.76,31.8,33.72,59.01,41.69,76.38,51.01,56.71,62,35.61,29.85,35.24,63.58,41.94,23.43,41.29,39.75,19.08,29.2,37.29,27.16,24.52,18.39,21.87
Maco1,3.29,3.78,2.28,1.21,4.62,4.93,7.14,3.82,5.43,5.05,2.22,4.77,4.91,11.53,7.03,4.6,2.42,3.43,14.66,8.78,6.83,6.43,5.89,7.2
Macroh2a1,56.92,66.96,52.34,36.51,43.1,36.83,38.38,48.07,28.24,31.27,49.07,22.37,49.84,39.01,18.01,22.55,20.12,24.26,17.9,35.14,43.41,41.61,47.25,38.62
Mad1l1,5.11,7.67,6.5,3.42,0.35,0.56,3.57,8.51,1.28,4.15,0,0,0,0.28,6.51,3.74,0,7.98,4.34,2.8,4.45,8.21,4.16,2.79
Mad2l1,31.24,46.07,48.05,1.99,2.74,1.57,2.27,1.07,4.88,3.93,5.97,4,0.82,2.26,6.17,5.7,4.34,9.2,1.67,7.14,5.88,4.25,12.66,9.03
Mad2l1bp,22.18,26.96,35.09,22.32,23.7,10.29,16.46,24.15,42.91,23.94,28.14,21.58,21.1,58.96,30.82,36.39,33.94,71.71,70.58,54.26,42.17,31.21,32.41,50.76
Mad2l2,16.15,13.22,17.58,10.83,1.3,12.76,6.18,13.95,16,6.4,17.08,3.17,3.96,5.08,5.85,4.66,5.68,14.35,9.71,15.57,5.29,11.29,7.29,16.43
Madd,21.99,15.27,22.32,51.23,57.6,52.99,49.47,69.98,61.65,78.91,57.51,54.68,61.51,50.65,58.62,34.3,100.37,50.64,40.69,39.33,30.16,19.04,32.97,14.02
Maea,70.09,100.25,88.84,82.84,108.37,71.07,77.7,59.74,94.47,123,76.57,57.25,43.38,34.53,185.56,203.68,133.74,218.45,236.12,209.69,310.48,296.45,306.7,403.39
Maf,0.77,1.15,0.19,1.2,0.46,0.13,0.3,2.23,0.9,1.75,0.19,2.59,4.39,5.17,6.57,3.55,5,0.25,0.23,0.51,1.5,0.23,0.35,0.13
Maf1,100.51,121.93,119.5,215.96,250.71,257.9,216.89,137.54,233.78,268.52,288.24,77.21,47.07,48.91,208.47,162.49,129.57,156.15,120.98,138.66,179.35,178.57,191.49,169.73
Maff,0.85,0,0.74,1.76,2.52,1.6,0.89,0.79,0,1.7,0,2.68,5.47,13.08,0.48,1.8,4.14,16.75,7.2,10.92,9.97,13.11,13.24,13.93
Mafg,53.7,47.61,52.06,17.27,28.44,12.33,19.38,16.52,23.5,45.93,34.11,22.6,37.31,21.12,34.97,27.55,32.7,51.58,46.93,42.18,42.01,48.34,26.26,23.53
Mafk,12.56,11.22,11.83,22.92,31.92,32.14,18.16,12.59,23.43,29.31,36.07,16.19,30.23,35.11,45.64,33.85,32.93,96.79,129.28,83.25,265.19,307.96,208.83,169.48
Mag,28.11,21.39,23.57,11.43,25.2,14.09,20.04,9.79,31.86,13.73,17.85,10.3,4.88,6.15,27.68,18.02,11.24,14.91,15.68,25.59,32.88,22.68,23.6,24.26
Magoh,131.21,134.49,105.1,63.62,84.9,78.4,76.55,64.55,74.97,75.93,98.72,69.76,120.54,118.93,193.48,192.34,147.11,210.09,180.66,194.34,137.47,131.28,158.48,156.84
Magohb,45.77,40.58,59.61,17.47,21.92,21.33,32.79,29.61,29.53,42.16,29.26,73.89,40.08,59.65,106.16,123.37,88.96,38.94,43.07,31.93,38.82,41.79,24.25,13.2
Magt1,35.01,34.24,26.81,21.67,23.82,26.05,19.55,21.48,29.79,41.84,41.49,19.07,22.01,12.78,37.52,22.85,27.51,18.71,29.07,27.78,35.7,35.95,17.35,23.02
Maip1,4.63,5.71,5.95,4.99,5.07,2.93,4.89,8.29,5.45,6.68,4.55,2.37,8.8,4.24,11.3,10.97,8.83,7.57,6.3,5.03,6.35,4.64,8.5,10.75
Mak16,24.36,26.02,23.63,21.06,15.46,18.36,15.1,10.34,15.49,6.39,22.25,8.33,5.82,9.25,45.75,52.44,20.54,19.71,29.3,26.65,17.74,27.59,41.51,31.89
Malsu1,11.27,12.08,16.74,10.5,7.74,5.3,17.98,12.77,16.69,24.66,8.7,7.69,3.74,0.38,17.1,11.54,24.64,13.09,29.08,8.76,7.99,6.2,10.16,24.53
Malt1,5.99,5.06,6.93,9.62,8.28,11.24,7.48,7.41,9.38,5.2,11.02,9.78,15.64,15.43,8.22,8.67,12.07,17.96,23.48,32.04,12.64,29.65,25.61,14.59
Maml1,10.91,13.45,10.41,32.71,35.57,27.13,28.55,15.15,34.27,32.34,30.19,8.56,11.11,8.86,31.62,22.91,40.65,19.38,13.18,18.14,12.64,16.31,9.62,9.94
Maml2,0.09,0.27,0.05,0.34,0.64,0.06,0.82,0.49,0.07,0.6,0.37,4.08,2.84,1.58,0.56,1.06,1.66,1.9,0.08,0.72,3.64,5.31,7.23,4.58
Maml3,0.68,0.28,0.9,2.46,3.6,6.19,1.32,2.14,3.69,1.47,1.2,0.81,3.38,4.32,0.05,0,0.3,0.31,1.1,1.32,0.81,0.98,0.5,3.69
Man1a,10.23,10.78,14.27,38.98,40.41,44.81,47.17,44.73,51.68,46.53,47.45,51.27,51.63,39.22,44.89,47.17,75.39,93.67,75.39,68.05,84.3,133.99,98.42,119.98
Man1a2,6.58,6.14,5.4,10.44,7.74,8.04,12.1,7.21,9.45,4.39,18.1,3.89,2.45,9.14,14.34,9.25,7.4,4.59,7.65,3.54,8.83,5.19,9.58,6.94
Man1b1,9.81,9.36,10.84,12.11,9.18,14.42,11.31,29.67,11.09,25.12,15.13,24.34,31.02,26.92,21.42,20.83,22.27,12.54,13.49,19.16,8.29,10.42,10.03,9.61
Man1c1,4.32,7.99,5.85,5.95,6.35,7.09,3.93,7.72,4.23,4.28,5.9,1.56,0.65,4.41,3.93,1.12,1.17,8.17,8.92,6.88,3.31,3.44,5.53,7.43
Man2a1,8.3,5.78,3.89,4.99,4.7,6.22,5.16,3.93,10.5,13.65,3.72,31.07,17.86,7.74,32.11,14.94,15.14,7.13,5.11,7.54,15.61,11.94,18.87,13.5
Man2a2,5.34,7.1,4.48,1.21,2.88,3.24,0.33,1.79,2.79,0.46,4.09,0.23,1.99,3.44,5.93,6.74,52.39,3.84,2.25,6.08,5.2,2.87,2.15,2.78
Man2b1,341.78,334.55,345.53,841.44,725.2,839.07,795.22,665.75,918.96,903.33,880.41,312.88,267.64,233.96,459.27,385.38,577.66,412.83,393.68,390.75,326.71,375.46,381.83,361.04
Man2b2,28.71,27.88,22.31,17.39,18.19,23.45,18.4,3.95,19.31,34.67,28.06,12.72,14.07,11.06,16.99,8.96,25.15,28.89,24.5,21.33,12.15,15.3,16.32,5.42
Man2c1,10.31,5.09,9.64,6.09,9.83,4.06,7.4,8.59,5.22,14.55,9.9,0,3.86,3.12,7.41,15.79,9.79,13.11,12.89,7.51,15.54,10.42,14.35,12.17
Manba,11.49,16.45,11.05,19.74,30.04,18.54,27.91,14.19,41.23,32.76,22.15,10.35,4.16,8.38,4.33,3.59,2.72,7.69,7.94,11.61,5.75,8.64,9.84,12.06
Manbal,7.22,15.61,22.08,17,22.66,5.67,18.86,7.83,19.58,26.47,33.69,18.73,9.15,30.87,33.78,37.76,17.5,34.14,43.33,31.05,24.66,30.23,28.53,37.2
Manea,4.13,2.8,4.05,1.46,2.17,3.72,2.42,2.08,8.09,2.27,0.86,0,0,0.28,2.01,0.62,1.53,0.88,3.13,2.56,3.69,2.54,3.48,0.44
Manf,129.82,120.46,133.93,23.26,26.51,22.91,17.86,93.71,25.35,66.85,16.57,31.88,32.17,28.38,49.06,57.36,54.36,157.94,178.8,116.52,141.9,130.25,121.43,132.81
Map11,8.57,9.45,11.88,4.28,6.3,7.46,4.64,3.05,4.87,1.35,2.09,0.18,0.44,0.88,5.67,2.01,2.84,0.85,3.9,2.11,5.19,7.04,3.54,0
Map1lc3a,10.24,8.06,8.92,8.32,8.92,6.38,5.71,11.58,10.94,12.19,11.15,96.85,71.48,44.96,57.21,90.53,33.16,70.58,41.22,42.51,52.51,66.56,49.91,39.96
Map1lc3b,206,214.18,212.48,616.76,599.57,552.06,553.58,481.38,518.2,451.71,501.14,400.46,547.79,652.6,358.01,478.91,302.67,525.15,524.41,371.81,557.37,597.91,417.05,447.4
Map1s,9.33,16.28,15.07,5.45,6.54,8.34,8.55,5.31,12.61,20.37,10.37,18.52,9.8,14.21,15.77,19.51,17.82,16.83,10.4,18.86,7.25,10.35,23.2,17.2
Map2k1,38.1,39.74,30.66,38.63,50.57,45.02,27.84,35.36,50.55,47.21,38.16,11.59,11.17,23.6,42.32,26.34,24.36,52.02,48.82,48.6,73.35,61.93,53.1,61.6
Map2k2,49.89,68.76,68.68,68.45,112.56,61.23,86.19,72.87,130.98,75.64,78.12,55.33,83.69,59.2,103.78,114.83,72.19,68.49,59.96,83.05,76.93,95.42,78.19,90.58
Map2k3,81.48,80.24,84.71,100.7,95.99,84.91,117.54,81.27,111.57,95.91,95.44,480.81,389.26,349.88,704.67,681.93,487.01,504.64,468.08,547.08,90.17,111.74,141.99,135
Map2k4,15.74,16.9,17.07,19.6,11.71,15.51,14.13,14.86,16.37,22.79,22,24.81,21.76,22.91,41.36,48.38,60.8,21.23,32.43,29.87,16.96,28.68,18.97,25.66
Map2k5,7.42,6.42,12.31,8.98,7.96,10.52,9.07,8.84,6.78,13.64,6.22,8.51,15.21,19.51,9.96,2.08,2.29,11.82,3.26,9.48,3.69,7.78,9.52,24.35
Map2k6,6.27,5.22,5.6,3.23,5.04,5,2.19,3.13,4.98,1.71,3.54,0.83,4.06,3.13,0,2.29,0,3.43,5.74,5.56,16.56,8.48,11.99,7.25
Map2k7,8.47,8.66,10.23,11.33,15.65,11.28,10.99,7.73,18.05,15.8,9.71,5.11,4.33,5.55,13.59,7.97,17.17,11.9,6.83,9.46,9.83,8.99,10.94,11.17
Map3k1,5.27,10.37,6.12,19.71,14.76,16.8,12.28,10.23,11.24,18.38,14.89,4.41,6.01,6.83,6.69,5.11,17.62,5.27,6.09,6.11,4.93,10.19,7.45,7.47
Map3k11,11.56,20.06,18.9,29.91,26.13,22.82,14.92,26.27,28.35,19.74,14.06,33.2,34.66,40.6,41.17,31.45,23.8,19.44,23.18,29.47,19.46,15.65,35.4,26.99
Map3k12,1.13,0.71,0.25,3.65,1.46,2.39,1,0.32,0.34,0.54,1.3,5.05,1.36,0.91,1.03,1.54,4.72,2.42,0.51,3.56,1.54,4.49,2.23,0.47
Map3k14,3.58,2.73,2.15,3.64,10.86,11.77,3.64,6.6,8.55,6.93,7.59,12.2,15.22,5.83,25.79,17.3,42.46,7.08,7.83,7.06,5.85,6.4,6.41,11.09
Map3k15,1.2,0.69,2.11,0.34,1.68,3.35,3.61,1.21,2.43,0.95,2.87,1.81,1.29,1.73,0.89,0.21,2.4,2.53,1.73,0.43,1.91,2.99,3.71,3.05
Map3k2,3.21,3.38,2.68,4.14,5.39,9.71,2.99,12.33,7.37,9.99,5.31,3.09,5.76,5.84,3.31,1.17,10.65,8.35,4.41,2.71,7.33,9.65,6.31,7.81
Map3k20,5.96,5.76,8.72,0.49,0.87,0.54,0.45,2.32,2.75,4.17,0.26,0,0.27,0.21,1.7,0.77,2.48,0.24,0.29,1.97,3.46,3.46,0.28,3.18
Map3k3,14.62,14.98,16.84,41.76,55.51,40.27,37.02,20.45,34.37,46.53,30.97,25.04,21.78,19.03,26.1,11.97,41.53,10.9,10.7,22.72,20.78,24.37,20.74,19.69
Map3k4,7.2,13.71,5.81,4.8,2.63,9.04,5.52,2.94,11.67,4.75,4.79,1.82,11.2,2.95,1.18,0.16,0.82,4.82,4.47,4.66,4.53,5.55,6.25,9.57
Map3k5,5.56,4.29,4.76,13.71,7.86,13.4,11.13,9.63,13.26,5.34,6.54,10.17,14.85,9.76,11.56,10.25,11.02,9.19,5.65,12.73,3.83,5.07,4.11,9.57
Map3k6,16.11,11.32,13.41,42.45,41.97,34.96,29.45,57.94,80.15,27.2,20.74,61.17,59.95,36.18,15.41,17.35,17.56,11.24,9.56,10.78,0,0,3.27,0.53
Map3k7,4.96,3.55,2.28,5.6,1.4,4.87,3.85,3.67,4.2,2.83,5.04,6.13,7.84,4.59,11.68,10.74,10.18,10.54,6.27,5.07,2.22,6.78,4.77,13.32
Map3k8,1.09,0,1.74,1.68,1.45,0,0,0,0,0,0,2.09,0,0,3.99,3.31,1.14,8.72,1.83,2.99,1.28,6.6,4.38,3.95
Map3k9,4.33,5.73,7.05,5.56,6.65,7.02,7.06,5.27,7.8,6.69,3.74,7.49,6.6,1.95,1.25,3.28,9.91,4.57,5.04,8.44,4.69,4.07,2.98,4.5
